stock_code,company_name,exchange,report_year,annual_status,esg_status,next_action,priority
300001.SZ,特锐德,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300014.SZ,亿纬锂能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300018.SZ,中元股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300035.SZ,中科电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300037.SZ,新宙邦,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300040.SZ,九洲集团,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300051.SZ,琏升科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300062.SZ,中能电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300069.SZ,金利华电,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300073.SZ,当升科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300080.SZ,易成新能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300105.SZ,龙源技术,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300118.SZ,东方日升,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300129.SZ,泰胜风能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300140.SZ,节能环境,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300141.SZ,和顺电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300153.SZ,科泰电源,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300185.SZ,通裕重工,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300191.SZ,潜能恒信,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300207.SZ,欣旺达,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300222.SZ,科大智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300265.SZ,通光线缆,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300274.SZ,阳光电源,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300283.SZ,温州宏丰,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300286.SZ,安科瑞,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300316.SZ,晶盛机电,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300317.SZ,珈伟新能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300332.SZ,天壕能源,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300340.SZ,科恒股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300360.SZ,炬华科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300376.SZ,易事特,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300390.SZ,天华新能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300393.SZ,中来股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300407.SZ,凯发电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300409.SZ,道氏技术,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300410.SZ,正业科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300423.SZ,昇辉科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300427.SZ,红相股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300432.SZ,富临精工,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300438.SZ,鹏辉能源,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300443.SZ,金雷股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300444.SZ,双杰电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300450.SZ,先导智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300457.SZ,赢合科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300483.SZ,首华燃气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300490.SZ,华自科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300491.SZ,通合科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300510.SZ,金冠股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300514.SZ,友讯达,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300568.SZ,星源材质,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300569.SZ,天能重工,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300593.SZ,新雷能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300617.SZ,安靠智电,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300619.SZ,金银河,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300626.SZ,华瑞股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300648.SZ,星云股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300660.SZ,江苏雷利,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300670.SZ,大烨智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300690.SZ,双一科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300693.SZ,盛弘股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300713.SZ,英可瑞,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300724.SZ,捷佳伟创,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300750.SZ,宁德时代,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300751.SZ,迈为股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300763.SZ,锦浪科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300769.SZ,德方纳米,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300772.SZ,运达股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300776.SZ,帝尔激光,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300820.SZ,英杰电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300827.SZ,上能电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300842.SZ,帝科股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300850.SZ,新强联,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300853.SZ,申昊科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300870.SZ,欧陆通,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300880.SZ,迦南智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300882.SZ,万胜智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300904.SZ,威力传动,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300907.SZ,康平科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300919.SZ,中伟新材,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300932.SZ,三友联众,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300933.SZ,中辰股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
300953.SZ,震裕科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301002.SZ,崧盛股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301012.SZ,扬电科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301023.SZ,奕帆传动,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301040.SZ,中环海陆,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301063.SZ,海锅股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301082.SZ,久盛电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301120.SZ,新特电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301121.SZ,紫建电子,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301150.SZ,中一科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301152.SZ,天力锂能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301155.SZ,海力风电,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301157.SZ,华塑科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301163.SZ,宏德股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301168.SZ,通灵股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301179.SZ,泽宇智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301210.SZ,金杨精密,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301217.SZ,铜冠铜箔,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301222.SZ,浙江恒威,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301226.SZ,祥明智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301232.SZ,飞沃科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301238.SZ,瑞泰新材,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301266.SZ,宇邦新材,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301278.SZ,快可电子,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301291.SZ,明阳电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301292.SZ,海科新源,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301295.SZ,美硕科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301325.SZ,曼恩斯特,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301327.SZ,华宝新能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301349.SZ,信德新材,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301358.SZ,湖南裕能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301361.SZ,众智科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301386.SZ,未来电器,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301388.SZ,欣灵电气,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301439.SZ,泓淋电力,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301456.SZ,盘古智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301487.SZ,盟固利,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301502.SZ,华阳智能,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301511.SZ,德福科技,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301516.SZ,中远通,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
301587.SZ,中瑞股份,SZSE,2025,collected,missing,discover_esg_or_scan_annual,2
00003.HK,HK & CHINA GAS,HKEX,2025,collected,collected,ready_for_extraction,3
00006.HK,POWER ASSETS,HKEX,2025,collected,collected,ready_for_extraction,3
00042.HK,NE ELECTRIC,HKEX,2025,collected,collected,ready_for_extraction,3
00061.HK,GREEN LEAD-NEW,HKEX,2025,collected,collected,ready_for_extraction,3
00135.HK,KUNLUN ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
00182.HK,CONCORD NE,HKEX,2025,collected,collected,ready_for_extraction,3
00196.HK,HONGHUA GROUP,HKEX,2025,collected,collected,ready_for_extraction,3
00228.HK,CHINA ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
00346.HK,YANCHANG PETRO,HKEX,2025,collected,collected,ready_for_extraction,3
00353.HK,ENERGY INTINV,HKEX,2025,collected,collected,ready_for_extraction,3
00384.HK,CHINA GAS HOLD,HKEX,2025,collected,collected,ready_for_extraction,3
00392.HK,BEIJING ENT,HKEX,2025,collected,collected,ready_for_extraction,3
00451.HK,DYNASTY DIGITAL,HKEX,2025,collected,collected,ready_for_extraction,3
00467.HK,UNITEDENERGY GP,HKEX,2025,collected,collected,ready_for_extraction,3
00554.HK,HANS GP HLDGS,HKEX,2025,collected,collected,ready_for_extraction,3
00579.HK,JNCEC,HKEX,2025,collected,collected,ready_for_extraction,3
00607.HK,FULLSHARE,HKEX,2025,collected,collected,ready_for_extraction,3
00666.HK,REPT BATTERO,HKEX,2025,collected,collected,ready_for_extraction,3
00686.HK,BJ ENERGY INTL,HKEX,2025,collected,collected,ready_for_extraction,3
00819.HK,TIANNENG POWER,HKEX,2025,collected,collected,ready_for_extraction,3
00836.HK,CHINA RES POWER,HKEX,2025,collected,collected,ready_for_extraction,3
00934.HK,SINOPEC KANTONS,HKEX,2025,collected,collected,ready_for_extraction,3
00951.HK,CHAOWEI POWER,HKEX,2025,collected,collected,ready_for_extraction,3
00968.HK,XINYI SOLAR,HKEX,2025,collected,collected,ready_for_extraction,3
01083.HK,TG SMART ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
01193.HK,CHINA RES GAS,HKEX,2025,collected,collected,ready_for_extraction,3
01205.HK,CITIC RESOURCES,HKEX,2025,collected,collected,ready_for_extraction,3
01250.HK,SDHS NEW ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
01303.HK,HUILI RES,HKEX,2025,collected,collected,ready_for_extraction,3
01407.HK,JY GAS,HKEX,2025,collected,collected,ready_for_extraction,3
01600.HK,TIAN LUN GAS,HKEX,2025,collected,collected,ready_for_extraction,3
01608.HK,VPOWER GROUP,HKEX,2025,collected,collected,ready_for_extraction,3
01623.HK,HILONG,HKEX,2025,collected,collected,ready_for_extraction,3
01713.HK,SICHUAN EN INV,HKEX,2025,collected,collected,ready_for_extraction,3
01733.HK,E-COMMODITIES,HKEX,2025,collected,collected,ready_for_extraction,3
01738.HK,FS ANTHRACITE,HKEX,2025,collected,collected,ready_for_extraction,3
01799.HK,XINTE ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
01811.HK,CGN NEW ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
01940.HK,CGII HLDGS,HKEX,2025,collected,collected,ready_for_extraction,3
02012.HK,SUNSHINE OIL,HKEX,2025,collected,collected,ready_for_extraction,3
02236.HK,WISON ENGRG,HKEX,2025,collected,collected,ready_for_extraction,3
02380.HK,CHINA POWER,HKEX,2025,collected,collected,ready_for_extraction,3
02386.HK,SINOPEC SEG,HKEX,2025,collected,collected,ready_for_extraction,3
02688.HK,ENN ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
02728.HK,JINTAI ENERGY H,HKEX,2025,collected,collected,ready_for_extraction,3
03303.HK,JUTAL OIL SER,HKEX,2025,collected,collected,ready_for_extraction,3
03337.HK,ANTON OILFIELD,HKEX,2025,collected,collected,ready_for_extraction,3
03633.HK,ZHONGYU ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
03668.HK,YANCOAL AUS,HKEX,2025,collected,collected,ready_for_extraction,3
03800.HK,GCL TECH,HKEX,2025,collected,collected,ready_for_extraction,3
03868.HK,XINYI ENERGY,HKEX,2025,collected,collected,ready_for_extraction,3
03899.HK,CIMC ENRIC,HKEX,2025,collected,collected,ready_for_extraction,3
06828.HK,BG BLUE SKY,HKEX,2025,collected,collected,ready_for_extraction,3
08270.HK,CHINA CBM,HKEX,2025,collected,collected,ready_for_extraction,3
600023.SH,浙能电力,SSE,2025,collected,collected,ready_for_extraction,3
600028.SH,中国石化,SSE,2025,collected,collected,ready_for_extraction,3
600032.SH,浙江新能,SSE,2025,collected,collected,ready_for_extraction,3
600089.SH,特变电工,SSE,2025,collected,collected,ready_for_extraction,3
600098.SH,广州发展,SSE,2025,collected,collected,ready_for_extraction,3
600101.SH,明星电力,SSE,2025,collected,collected,ready_for_extraction,3
600163.SH,中闽能源,SSE,2025,collected,collected,ready_for_extraction,3
600167.SH,联美控股,SSE,2025,collected,collected,ready_for_extraction,3
600207.SH,安彩高科,SSE,2025,collected,collected,ready_for_extraction,3
600236.SH,桂冠电力,SSE,2025,collected,collected,ready_for_extraction,3
600256.SH,广汇能源,SSE,2025,collected,collected,ready_for_extraction,3
600346.SH,恒力石化,SSE,2025,collected,collected,ready_for_extraction,3
600395.SH,盘江股份,SSE,2025,collected,collected,ready_for_extraction,3
600438.SH,通威股份,SSE,2025,collected,collected,ready_for_extraction,3
600481.SH,双良节能,SSE,2025,collected,collected,ready_for_extraction,3
600482.SH,中国动力,SSE,2025,collected,collected,ready_for_extraction,3
600483.SH,福能股份,SSE,2025,collected,collected,ready_for_extraction,3
600508.SH,上海能源,SSE,2025,collected,collected,ready_for_extraction,3
600578.SH,京能电力,SSE,2025,collected,collected,ready_for_extraction,3
600635.SH,大众公用,SSE,2025,collected,collected,ready_for_extraction,3
600674.SH,川投能源,SSE,2025,collected,collected,ready_for_extraction,3
600688.SH,上海石化,SSE,2025,collected,collected,ready_for_extraction,3
600725.SH,云维股份,SSE,2025,collected,collected,ready_for_extraction,3
600732.SH,爱旭股份,SSE,2025,collected,collected,ready_for_extraction,3
600744.SH,华银电力,SSE,2025,collected,collected,ready_for_extraction,3
600777.SH,新潮能源,SSE,2025,collected,collected,ready_for_extraction,3
600780.SH,XD通宝能,SSE,2025,collected,collected,ready_for_extraction,3
600795.SH,国电电力,SSE,2025,collected,collected,ready_for_extraction,3
600803.SH,新奥股份,SSE,2025,collected,collected,ready_for_extraction,3
600821.SH,金开新能,SSE,2025,collected,collected,ready_for_extraction,3
600847.SH,万里股份,SSE,2025,collected,collected,ready_for_extraction,3
600871.SH,石化油服,SSE,2025,collected,collected,ready_for_extraction,3
600885.SH,宏发股份,SSE,2025,collected,collected,ready_for_extraction,3
600900.SH,长江电力,SSE,2025,collected,collected,ready_for_extraction,3
600903.SH,贵州燃气,SSE,2025,collected,collected,ready_for_extraction,3
600905.SH,三峡能源,SSE,2025,collected,collected,ready_for_extraction,3
600917.SH,重庆燃气,SSE,2025,collected,collected,ready_for_extraction,3
600956.SH,新天绿能,SSE,2025,collected,collected,ready_for_extraction,3
600968.SH,海油发展,SSE,2025,collected,collected,ready_for_extraction,3
600969.SH,郴电国际,SSE,2025,collected,collected,ready_for_extraction,3
600995.SH,南网储能,SSE,2025,collected,collected,ready_for_extraction,3
601001.SH,晋控煤业,SSE,2025,collected,collected,ready_for_extraction,3
601012.SH,隆基绿能,SSE,2025,collected,collected,ready_for_extraction,3
601088.SH,中国神华,SSE,2025,collected,collected,ready_for_extraction,3
601126.SH,四方股份,SSE,2025,collected,collected,ready_for_extraction,3
601139.SH,深圳燃气,SSE,2025,collected,collected,ready_for_extraction,3
601225.SH,陕西煤业,SSE,2025,collected,collected,ready_for_extraction,3
601233.SH,桐昆股份,SSE,2025,collected,collected,ready_for_extraction,3
601567.SH,三星电气,SSE,2025,collected,collected,ready_for_extraction,3
601615.SH,明阳智能,SSE,2025,collected,collected,ready_for_extraction,3
601619.SH,嘉泽新能,SSE,2025,collected,collected,ready_for_extraction,3
601666.SH,平煤股份,SSE,2025,collected,collected,ready_for_extraction,3
601727.SH,上海电气,SSE,2025,collected,collected,ready_for_extraction,3
601778.SH,晶科科技,SSE,2025,collected,collected,ready_for_extraction,3
601857.SH,中国石油,SSE,2025,collected,collected,ready_for_extraction,3
601877.SH,正泰电器,SSE,2025,collected,collected,ready_for_extraction,3
601918.SH,新集能源,SSE,2025,collected,collected,ready_for_extraction,3
601985.SH,中国核电,SSE,2025,collected,collected,ready_for_extraction,3
601991.SH,大唐发电,SSE,2025,collected,collected,ready_for_extraction,3
603031.SH,安孚科技,SSE,2025,collected,collected,ready_for_extraction,3
603032.SH,德新科技,SSE,2025,collected,collected,ready_for_extraction,3
603053.SH,成都燃气,SSE,2025,collected,collected,ready_for_extraction,3
603063.SH,禾望电气,SSE,2025,collected,collected,ready_for_extraction,3
603320.SH,迪贝电气,SSE,2025,collected,collected,ready_for_extraction,3
603396.SH,金辰股份,SSE,2025,collected,collected,ready_for_extraction,3
603507.SH,振江股份,SSE,2025,collected,collected,ready_for_extraction,3
603618.SH,杭电股份,SSE,2025,collected,collected,ready_for_extraction,3
603689.SH,皖天然气,SSE,2025,collected,collected,ready_for_extraction,3
603693.SH,江苏新能,SSE,2025,collected,collected,ready_for_extraction,3
603706.SH,东方环宇,SSE,2025,collected,collected,ready_for_extraction,3
603861.SH,白云电器,SSE,2025,collected,collected,ready_for_extraction,3
603985.SH,恒润股份,SSE,2025,collected,collected,ready_for_extraction,3
605011.SH,杭州热电,SSE,2025,collected,collected,ready_for_extraction,3
605028.SH,世茂能源,SSE,2025,collected,collected,ready_for_extraction,3
605117.SH,德业股份,SSE,2025,collected,collected,ready_for_extraction,3
605162.SH,新中港,SSE,2025,collected,collected,ready_for_extraction,3
605196.SH,华通线缆,SSE,2025,collected,collected,ready_for_extraction,3
605580.SH,恒盛能源,SSE,2025,collected,collected,ready_for_extraction,3
688005.SH,容百科技,SSE,2025,collected,collected,ready_for_extraction,3
688006.SH,杭可科技,SSE,2025,collected,collected,ready_for_extraction,3
688032.SH,禾迈股份,SSE,2025,collected,collected,ready_for_extraction,3
688063.SH,派能科技,SSE,2025,collected,collected,ready_for_extraction,3
688116.SH,天奈科技,SSE,2025,collected,collected,ready_for_extraction,3
688248.SH,南网科技,SSE,2025,collected,collected,ready_for_extraction,3
688303.SH,大全能源,SSE,2025,collected,collected,ready_for_extraction,3
688339.SH,亿华通,SSE,2025,collected,collected,ready_for_extraction,3
688388.SH,嘉元科技,SSE,2025,collected,collected,ready_for_extraction,3
688390.SH,固德威,SSE,2025,collected,collected,ready_for_extraction,3
688472.SH,阿特斯,SSE,2025,collected,collected,ready_for_extraction,3
688517.SH,金冠电气,SSE,2025,collected,collected,ready_for_extraction,3
688551.SH,科威尔,SSE,2025,collected,collected,ready_for_extraction,3
688599.SH,天合光能,SSE,2025,collected,collected,ready_for_extraction,3
688660.SH,电气风电,SSE,2025,collected,collected,ready_for_extraction,3
688676.SH,金盘科技,SSE,2025,collected,collected,ready_for_extraction,3
688778.SH,厦钨新能,SSE,2025,collected,collected,ready_for_extraction,3
688819.SH,天能股份,SSE,2025,collected,collected,ready_for_extraction,3
000009.SZ,中国宝安,SZSE,2025,collected,collected,ready_for_extraction,3
000027.SZ,深圳能源,SZSE,2025,collected,collected,ready_for_extraction,3
000400.SZ,许继电气,SZSE,2025,collected,collected,ready_for_extraction,3
000531.SZ,穗恒运Ａ,SZSE,2025,collected,collected,ready_for_extraction,3
000533.SZ,顺钠股份,SZSE,2025,collected,collected,ready_for_extraction,3
000543.SZ,皖能电力,SZSE,2025,collected,collected,ready_for_extraction,3
000554.SZ,泰山石油,SZSE,2025,collected,collected,ready_for_extraction,3
000600.SZ,建投能源,SZSE,2025,collected,collected,ready_for_extraction,3
000690.SZ,宝新能源,SZSE,2025,collected,collected,ready_for_extraction,3
000723.SZ,美锦能源,SZSE,2025,collected,collected,ready_for_extraction,3
000767.SZ,晋控电力,SZSE,2025,collected,collected,ready_for_extraction,3
000791.SZ,甘肃能源,SZSE,2025,collected,collected,ready_for_extraction,3
000819.SZ,岳阳兴长,SZSE,2025,collected,collected,ready_for_extraction,3
