stock_code,company_name,document_count,annual_report_count,esg_report_count,report_years,document_types,annual_status,esg_status,next_action
688472.SH,阿特斯,,,,,,collected,collected,
688499.SH,利元亨,,,,,,collected,missing,
688503.SH,聚和材料,,,,,,collected,missing,
688516.SH,奥特维,,,,,,collected,missing,
688517.SH,金冠电气,,,,,,collected,collected,
688551.SH,科威尔,,,,,,collected,collected,
688556.SH,高测股份,,,,,,collected,missing,
688560.SH,明冠新材,,,,,,collected,missing,
688567.SH,孚能科技,,,,,,collected,missing,
688573.SH,信宇人,,,,,,collected,missing,
688597.SH,煜邦电力,,,,,,collected,missing,
688598.SH,金博股份,,,,,,collected,missing,
688599.SH,天合光能,,,,,,collected,collected,
688611.SH,杭州柯林,,,,,,collected,missing,
688616.SH,西力科技,,,,,,collected,missing,
688638.SH,誉辰智能,,,,,,collected,missing,
688660.SH,电气风电,,,,,,collected,collected,
688663.SH,新风光,,,,,,collected,missing,
688676.SH,金盘科技,,,,,,collected,collected,
688680.SH,海优新材,,,,,,collected,missing,
688681.SH,科汇股份,,,,,,collected,missing,
688707.SH,振华新材,,,,,,collected,missing,
688717.SH,艾罗能源,,,,,,collected,missing,
688719.SH,爱科赛博,,,,,,collected,missing,
688733.SH,壹石通,,,,,,collected,missing,
688772.SH,珠海冠宇,,,,,,collected,missing,
688778.SH,厦钨新能,,,,,,collected,collected,
688779.SH,五矿新能,,,,,,collected,missing,
688819.SH,天能股份,,,,,,collected,collected,
920010.BJ,凯添燃气,,,,,,collected,missing,
920046.BJ,亿能电力,,,,,,collected,missing,
920062.BJ,科润智控,,,,,,collected,missing,
920110.BJ,雷特科技,,,,,,collected,missing,
920152.BJ,昆工科技,,,,,,collected,missing,
920167.BJ,同享科技,,,,,,collected,missing,
920185.BJ,贝特瑞,,,,,,collected,missing,
920237.BJ,力佳科技,,,,,,collected,missing,
920239.BJ,长虹能源,,,,,,collected,missing,
920252.BJ,天宏锂电,,,,,,collected,missing,
920299.BJ,灿能电力,,,,,,collected,missing,
920368.BJ,连城数控,,,,,,collected,missing,
920375.BJ,派诺科技,,,,,,collected,missing,
920414.BJ,欧普泰,,,,,,collected,missing,
920496.BJ,许昌智能,,,,,,collected,missing,
920522.BJ,纳科诺尔,,,,,,collected,missing,
920523.BJ,德瑞锂电,,,,,,collected,missing,
920556.BJ,雅达股份,,,,,,collected,missing,
920627.BJ,力王股份,,,,,,collected,missing,
920639.BJ,晨光电缆,,,,,,collected,missing,
920682.BJ,球冠电缆,,,,,,collected,missing,
920770.BJ,艾能聚,,,,,,collected,missing,
920779.BJ,武汉蓝电,,,,,,collected,missing,
920809.BJ,安达科技,,,,,,collected,missing,
920914.BJ,远航精密,,,,,,collected,missing,
920985.BJ,海泰新能,,,,,,collected,missing,
