gap_rank,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
2812,missing,300713.SZ,英可瑞,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2813,missing,300713.SZ,英可瑞,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2814,missing,300713.SZ,英可瑞,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2815,missing,300724.SZ,捷佳伟创,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2816,missing,300724.SZ,捷佳伟创,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2817,missing,300724.SZ,捷佳伟创,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2818,missing,300724.SZ,捷佳伟创,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2819,missing,300750.SZ,宁德时代,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2820,missing,300750.SZ,宁德时代,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2821,missing,300750.SZ,宁德时代,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2822,missing,300751.SZ,迈为股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2823,missing,300751.SZ,迈为股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2824,missing,300751.SZ,迈为股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2825,missing,300751.SZ,迈为股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2826,missing,300763.SZ,锦浪科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2827,missing,300763.SZ,锦浪科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2828,missing,300763.SZ,锦浪科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2829,missing,300763.SZ,锦浪科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2830,missing,300769.SZ,德方纳米,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2831,missing,300769.SZ,德方纳米,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2832,missing,300769.SZ,德方纳米,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2833,missing,300772.SZ,运达股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2834,missing,300772.SZ,运达股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2835,missing,300772.SZ,运达股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2836,missing,300820.SZ,英杰电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2837,missing,300820.SZ,英杰电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2838,missing,300820.SZ,英杰电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2839,missing,300827.SZ,上能电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2840,missing,300827.SZ,上能电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2841,missing,300827.SZ,上能电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2842,missing,300842.SZ,帝科股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2843,missing,300842.SZ,帝科股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2844,missing,300842.SZ,帝科股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2845,missing,300842.SZ,帝科股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2846,missing,300853.SZ,申昊科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2847,missing,300853.SZ,申昊科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2848,missing,300853.SZ,申昊科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2849,missing,300853.SZ,申昊科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2850,missing,300882.SZ,万胜智能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2851,missing,300882.SZ,万胜智能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2852,missing,300882.SZ,万胜智能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2853,missing,300904.SZ,威力传动,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2854,missing,300904.SZ,威力传动,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2855,missing,300904.SZ,威力传动,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2856,missing,300904.SZ,威力传动,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2857,missing,300907.SZ,康平科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2858,missing,300907.SZ,康平科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2859,missing,300907.SZ,康平科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2860,missing,300907.SZ,康平科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2861,missing,300919.SZ,中伟新材,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2862,missing,300919.SZ,中伟新材,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2863,missing,300932.SZ,三友联众,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2864,missing,300932.SZ,三友联众,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2865,missing,300932.SZ,三友联众,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2866,missing,300933.SZ,中辰股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2867,missing,300933.SZ,中辰股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2868,missing,300933.SZ,中辰股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2869,missing,300933.SZ,中辰股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2870,missing,300953.SZ,震裕科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2871,missing,300953.SZ,震裕科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2872,missing,300953.SZ,震裕科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2873,missing,300953.SZ,震裕科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2874,missing,301002.SZ,崧盛股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2875,missing,301002.SZ,崧盛股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2876,missing,301002.SZ,崧盛股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2877,missing,301002.SZ,崧盛股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2878,missing,301012.SZ,扬电科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2879,missing,301012.SZ,扬电科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2880,missing,301012.SZ,扬电科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2881,missing,301012.SZ,扬电科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2882,missing,301023.SZ,奕帆传动,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2883,missing,301023.SZ,奕帆传动,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2884,missing,301023.SZ,奕帆传动,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2885,missing,301023.SZ,奕帆传动,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2886,missing,301040.SZ,中环海陆,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2887,missing,301040.SZ,中环海陆,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2888,missing,301040.SZ,中环海陆,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2889,missing,301063.SZ,海锅股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2890,missing,301063.SZ,海锅股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2891,missing,301063.SZ,海锅股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2892,missing,301063.SZ,海锅股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2893,missing,301082.SZ,久盛电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2894,missing,301082.SZ,久盛电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2895,missing,301082.SZ,久盛电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2896,missing,301120.SZ,新特电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2897,missing,301120.SZ,新特电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2898,missing,301120.SZ,新特电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2899,missing,301121.SZ,紫建电子,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2900,missing,301121.SZ,紫建电子,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2901,missing,301121.SZ,紫建电子,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2902,missing,301150.SZ,中一科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2903,missing,301150.SZ,中一科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2904,missing,301150.SZ,中一科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2905,missing,301150.SZ,中一科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2906,missing,301152.SZ,天力锂能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2907,missing,301152.SZ,天力锂能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2908,missing,301152.SZ,天力锂能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2909,missing,301152.SZ,天力锂能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2910,missing,301155.SZ,海力风电,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2911,missing,301155.SZ,海力风电,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2912,missing,301155.SZ,海力风电,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2913,missing,301155.SZ,海力风电,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2914,missing,301157.SZ,华塑科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2915,missing,301157.SZ,华塑科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2916,missing,301157.SZ,华塑科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2917,missing,301163.SZ,宏德股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2918,missing,301163.SZ,宏德股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2919,missing,301163.SZ,宏德股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2920,missing,301163.SZ,宏德股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2921,missing,301168.SZ,通灵股份,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2922,missing,301168.SZ,通灵股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2923,missing,301168.SZ,通灵股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2924,missing,301168.SZ,通灵股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2925,missing,301179.SZ,泽宇智能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2926,missing,301179.SZ,泽宇智能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2927,missing,301179.SZ,泽宇智能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2928,missing,301210.SZ,金杨精密,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2929,missing,301210.SZ,金杨精密,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2930,missing,301210.SZ,金杨精密,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2931,missing,301210.SZ,金杨精密,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2932,missing,301217.SZ,铜冠铜箔,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2933,missing,301217.SZ,铜冠铜箔,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2934,missing,301217.SZ,铜冠铜箔,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2935,missing,301222.SZ,浙江恒威,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2936,missing,301222.SZ,浙江恒威,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2937,missing,301222.SZ,浙江恒威,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2938,missing,301226.SZ,祥明智能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2939,missing,301226.SZ,祥明智能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2940,missing,301226.SZ,祥明智能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2941,missing,301226.SZ,祥明智能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2942,missing,301232.SZ,飞沃科技,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2943,missing,301232.SZ,飞沃科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2944,missing,301232.SZ,飞沃科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2945,missing,301232.SZ,飞沃科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2946,missing,301238.SZ,瑞泰新材,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2947,missing,301238.SZ,瑞泰新材,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2948,missing,301238.SZ,瑞泰新材,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2949,missing,301238.SZ,瑞泰新材,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2950,missing,301266.SZ,宇邦新材,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2951,missing,301266.SZ,宇邦新材,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2952,missing,301266.SZ,宇邦新材,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2953,missing,301266.SZ,宇邦新材,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2954,missing,301278.SZ,快可电子,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2955,missing,301278.SZ,快可电子,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2956,missing,301278.SZ,快可电子,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2957,missing,301278.SZ,快可电子,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2958,missing,301291.SZ,明阳电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2959,missing,301291.SZ,明阳电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2960,missing,301291.SZ,明阳电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2961,missing,301292.SZ,海科新源,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2962,missing,301292.SZ,海科新源,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2963,missing,301292.SZ,海科新源,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2964,missing,301295.SZ,美硕科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2965,missing,301295.SZ,美硕科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2966,missing,301295.SZ,美硕科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2967,missing,301327.SZ,华宝新能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2968,missing,301327.SZ,华宝新能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2969,missing,301327.SZ,华宝新能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2970,missing,301349.SZ,信德新材,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2971,missing,301349.SZ,信德新材,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2972,missing,301349.SZ,信德新材,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2973,missing,301349.SZ,信德新材,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2974,missing,301358.SZ,湖南裕能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2975,missing,301358.SZ,湖南裕能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2976,missing,301358.SZ,湖南裕能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2977,missing,301358.SZ,湖南裕能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2978,missing,301361.SZ,众智科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2979,missing,301361.SZ,众智科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2980,missing,301361.SZ,众智科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2981,missing,301388.SZ,欣灵电气,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2982,missing,301388.SZ,欣灵电气,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2983,missing,301388.SZ,欣灵电气,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2984,missing,301439.SZ,泓淋电力,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2985,missing,301439.SZ,泓淋电力,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2986,missing,301439.SZ,泓淋电力,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2987,missing,301456.SZ,盘古智能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2988,missing,301456.SZ,盘古智能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2989,missing,301456.SZ,盘古智能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2990,missing,301456.SZ,盘古智能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2991,missing,301487.SZ,盟固利,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2992,missing,301487.SZ,盟固利,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2993,missing,301487.SZ,盟固利,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2994,missing,301502.SZ,华阳智能,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
2995,missing,301502.SZ,华阳智能,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2996,missing,301502.SZ,华阳智能,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
2997,missing,301502.SZ,华阳智能,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
2998,missing,301511.SZ,德福科技,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
2999,missing,301511.SZ,德福科技,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3000,missing,301511.SZ,德福科技,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3001,missing,301516.SZ,中远通,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
3002,missing,301516.SZ,中远通,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3003,missing,301516.SZ,中远通,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3004,missing,301516.SZ,中远通,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3005,missing,301587.SZ,中瑞股份,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3006,missing,301587.SZ,中瑞股份,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3007,missing,301587.SZ,中瑞股份,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3008,missing,600011.SH,华能国际,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3009,missing,600011.SH,华能国际,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3010,missing,600011.SH,华能国际,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3011,missing,600021.SH,上海电力,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3012,missing,600021.SH,上海电力,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3013,missing,600021.SH,上海电力,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3014,missing,600025.SH,华能水电,2025,X_E_ENERGY_MANAGEMENT,能源管理,3.0,1,evidence_missing,locate_additional_public_evidence
3015,missing,600025.SH,华能水电,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3016,missing,600025.SH,华能水电,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
3017,missing,600025.SH,华能水电,2025,X_G_PERFORMANCE,经营表现,3.0,1,evidence_missing,locate_additional_public_evidence
3018,missing,600027.SH,华电国际,2025,X_G_AUDIT,会计审计,3.0,1,evidence_missing,locate_additional_public_evidence
3019,missing,600027.SH,华电国际,2025,X_G_ESG_MANAGEMENT,可持续发展管理,3.0,1,evidence_missing,locate_additional_public_evidence
