company_code,company_name,report_year,document_type,source_channel,official_domain,candidate_url,domain_verification,download_status,next_action,scoring_authorized
00451.HK,GCL NEWENERGY,2025,annual_report,issuer_official_website,gclnewenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00451.HK,GCL NEWENERGY,2025,esg_report,issuer_official_website,gclnewenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00467.HK,UNITEDENERGY GP,2018,annual_report,issuer_official_website,uegl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00467.HK,UNITEDENERGY GP,2024,annual_report,issuer_official_website,uegl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00467.HK,UNITEDENERGY GP,2024,esg_report,issuer_official_website,uegl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00467.HK,UNITEDENERGY GP,2025,annual_report,issuer_official_website,uegl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00467.HK,UNITEDENERGY GP,2025,esg_report,issuer_official_website,uegl.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00554.HK,HANS GP HLDGS,2024,annual_report,issuer_official_website,msci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00554.HK,HANS GP HLDGS,2024,esg_report,issuer_official_website,msci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00554.HK,HANS GP HLDGS,2025,annual_report,issuer_official_website,msci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00554.HK,HANS GP HLDGS,2025,esg_report,issuer_official_website,msci.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00579.HK,JNCEC,2024,annual_report,issuer_official_website,jncec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00579.HK,JNCEC,2024,esg_report,issuer_official_website,jncec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00579.HK,JNCEC,2025,annual_report,issuer_official_website,jncec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00579.HK,JNCEC,2025,esg_report,issuer_official_website,jncec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00600.HK,AXERA,2025,annual_report,issuer_official_website,axera-tech.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00607.HK,FULLSHARE,2024,annual_report,issuer_official_website,fullshare.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00607.HK,FULLSHARE,2024,esg_report,issuer_official_website,fullshare.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00607.HK,FULLSHARE,2025,annual_report,issuer_official_website,fullshare.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00607.HK,FULLSHARE,2025,esg_report,issuer_official_website,fullshare.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00632.HK,CHK OIL,2024,annual_report,issuer_official_website,chkoilltd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00632.HK,CHK OIL,2025,annual_report,issuer_official_website,chkoilltd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00639.HK,SHOUGANG RES,2024,annual_report,issuer_official_website,shougang-resources.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00639.HK,SHOUGANG RES,2025,annual_report,issuer_official_website,shougang-resources.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00645.HK,ARES ASIA,2024,annual_report,issuer_official_website,aresasialtd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00645.HK,ARES ASIA,2025,annual_report,issuer_official_website,aresasialtd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00650.HK,PRODUCTIVE TECH,2024,annual_report,issuer_official_website,pdt-techs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00650.HK,PRODUCTIVE TECH,2025,annual_report,issuer_official_website,pdt-techs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00666.HK,REPT BATTERO,2024,annual_report,issuer_official_website,reptbattero.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00666.HK,REPT BATTERO,2024,esg_report,issuer_official_website,reptbattero.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00666.HK,REPT BATTERO,2025,annual_report,issuer_official_website,reptbattero.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00666.HK,REPT BATTERO,2025,esg_report,issuer_official_website,reptbattero.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00686.HK,BJ ENERGY INTL,2024,annual_report,issuer_official_website,bjei.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00686.HK,BJ ENERGY INTL,2024,esg_report,issuer_official_website,bjei.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00686.HK,BJ ENERGY INTL,2025,annual_report,issuer_official_website,bjei.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00686.HK,BJ ENERGY INTL,2025,esg_report,issuer_official_website,bjei.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00689.HK,EPI (HOLD)-NEW,2024,annual_report,issuer_official_website,epiholdings.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00689.HK,EPI (HOLDINGS),2025,annual_report,issuer_official_website,epiholdings.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00702.HK,SINO OIL & GAS,2023,annual_report,issuer_official_website,sino-oilgas.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00702.HK,SINO OIL & GAS,2023,esg_report,issuer_official_website,sino-oilgas.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00704.HK,HUSCOKE HLDGS,2024,annual_report,issuer_official_website,huscoke.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00704.HK,HUSCOKE HLDGS,2025,annual_report,issuer_official_website,huscoke.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00819.HK,TIANNENG POWER,2024,annual_report,issuer_official_website,tianneng.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00819.HK,TIANNENG POWER,2024,esg_report,issuer_official_website,tianneng.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00819.HK,TIANNENG POWER,2025,annual_report,issuer_official_website,tianneng.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00819.HK,TIANNENG POWER,2025,esg_report,issuer_official_website,tianneng.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00836.HK,CHINA RES POWER,2024,annual_report,issuer_official_website,cr-power.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00836.HK,CHINA RES POWER,2024,esg_report,issuer_official_website,cr-power.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00836.HK,CHINA RES POWER,2025,annual_report,issuer_official_website,cr-power.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00836.HK,CHINA RES POWER,2025,esg_report,issuer_official_website,cr-power.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00866.HK,CHINA QINFA,2024,annual_report,issuer_official_website,qinfagroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00866.HK,CHINA QINFA,2025,annual_report,issuer_official_website,qinfagroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00931.HK,CHINA HK POWER,2025,annual_report,issuer_official_website,chkpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00931.HK,CHINA HK POWER,2026,annual_report,issuer_official_website,chkpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00934.HK,SINOPEC KANTONS,2024,annual_report,issuer_official_website,sinopec.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00934.HK,SINOPEC KANTONS,2024,esg_report,issuer_official_website,sinopec.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00934.HK,SINOPEC KANTONS,2025,annual_report,issuer_official_website,sinopec.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00934.HK,SINOPEC KANTONS,2025,esg_report,issuer_official_website,sinopec.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00951.HK,CHAOWEI POWER,2024,annual_report,issuer_official_website,chaowei.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00951.HK,CHAOWEI POWER,2024,esg_report,issuer_official_website,chaowei.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00951.HK,CHAOWEI POWER,2025,annual_report,issuer_official_website,chaowei.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00951.HK,CHAOWEI POWER,2025,esg_report,issuer_official_website,chaowei.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00968.HK,XINYI SOLAR,2024,annual_report,issuer_official_website,issgovernance.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00968.HK,XINYI SOLAR,2024,esg_report,issuer_official_website,issgovernance.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00968.HK,XINYI SOLAR,2025,annual_report,issuer_official_website,issgovernance.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00968.HK,XINYI SOLAR,2025,esg_report,issuer_official_website,issgovernance.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00975.HK,MONGOL MINING,0,esg_report,issuer_official_website,mmc.mn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00975.HK,MONGOL MINING,2024,annual_report,issuer_official_website,mmc.mn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
00975.HK,MONGOL MINING,2025,annual_report,issuer_official_website,mmc.mn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01080.HK,SHENGLI PIPE,2024,annual_report,issuer_official_website,forvismazars.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01080.HK,SHENGLI PIPE,2025,annual_report,issuer_official_website,forvismazars.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01083.HK,TG SMART ENERGY,2024,annual_report,issuer_official_website,towngassmartenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01083.HK,TG SMART ENERGY,2024,esg_report,issuer_official_website,towngassmartenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01083.HK,TG SMART ENERGY,2025,annual_report,issuer_official_website,towngassmartenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01083.HK,TG SMART ENERGY,2025,esg_report,issuer_official_website,towngassmartenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01101.HK,HUARONG ENERGY,2023,annual_report,issuer_official_website,huarongenergy.com.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01193.HK,CHINA RES GAS,2024,annual_report,issuer_official_website,crcgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01193.HK,CHINA RES GAS,2024,esg_report,issuer_official_website,crcgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01193.HK,CHINA RES GAS,2025,annual_report,issuer_official_website,crcgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01193.HK,CHINA RES GAS,2025,esg_report,issuer_official_website,crcgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01205.HK,CITIC RESOURCES,2024,annual_report,issuer_official_website,alcoa.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01205.HK,CITIC RESOURCES,2024,esg_report,issuer_official_website,alcoa.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01205.HK,CITIC RESOURCES,2025,annual_report,issuer_official_website,alcoa.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01205.HK,CITIC RESOURCES,2025,esg_report,issuer_official_website,alcoa.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01229.HK,NAN NAN RES,2024,esg_report,issuer_official_website,nannanlisted.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01229.HK,NAN NAN RES,2025,annual_report,issuer_official_website,nannanlisted.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01229.HK,NAN NAN RES,2025,esg_report,issuer_official_website,nannanlisted.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01229.HK,NAN NAN RES,2026,annual_report,issuer_official_website,nannanlisted.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01250.HK,SDHS NEW ENERGY,2024,annual_report,issuer_official_website,bjx.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01250.HK,SDHS NEW ENERGY,2024,esg_report,issuer_official_website,bjx.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01250.HK,SDHS NEW ENERGY,2025,annual_report,issuer_official_website,bjx.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01250.HK,SDHS NEW ENERGY,2025,esg_report,issuer_official_website,bjx.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01251.HK,SPT ENERGY,2024,annual_report,issuer_official_website,sptenergygroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01251.HK,SPT ENERGY,2025,annual_report,issuer_official_website,sptenergygroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01277.HK,KINETIC DEV,2024,annual_report,issuer_official_website,kineticme.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01277.HK,KINETIC DEV,2025,annual_report,issuer_official_website,kineticme.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01303.HK,HUILI RES,2024,annual_report,issuer_official_website,hkicpa.org.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01303.HK,HUILI RES,2024,esg_report,issuer_official_website,hkicpa.org.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01303.HK,HUILI RES,2025,annual_report,issuer_official_website,hkicpa.org.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01303.HK,HUILI RES,2025,esg_report,issuer_official_website,hkicpa.org.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01393.HK,HIDILI INDUSTRY,2024,annual_report,issuer_official_website,hidili.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01393.HK,HIDILI INDUSTRY,2025,annual_report,issuer_official_website,hidili.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01407.HK,JY GAS,2024,annual_report,issuer_official_website,gmjytrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01407.HK,JY GAS,2024,esg_report,issuer_official_website,gmjytrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01407.HK,JY GAS,2025,annual_report,issuer_official_website,gmjytrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01407.HK,JY GAS,2025,esg_report,issuer_official_website,gmjytrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01555.HK,MIE HOLDINGS,2024,annual_report,issuer_official_website,mienergy.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01555.HK,MIE HOLDINGS,2025,annual_report,issuer_official_website,mienergy.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01600.HK,TIAN LUN GAS,2024,annual_report,issuer_official_website,tianlungas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01600.HK,TIAN LUN GAS,2024,esg_report,issuer_official_website,tianlungas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01600.HK,TIAN LUN GAS,2025,annual_report,issuer_official_website,tianlungas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01600.HK,TIAN LUN GAS,2025,esg_report,issuer_official_website,tianlungas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01608.HK,VPOWER GROUP,2024,annual_report,issuer_official_website,vpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01608.HK,VPOWER GROUP,2024,esg_report,issuer_official_website,vpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01608.HK,VPOWER GROUP,2025,annual_report,issuer_official_website,vpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01608.HK,VPOWER GROUP,2025,esg_report,issuer_official_website,vpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01621.HK,VICO INTL HLDGS,2024,annual_report,issuer_official_website,vicointernational.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01621.HK,VICO INTL HLDGS,2025,annual_report,issuer_official_website,vicointernational.hk,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01623.HK,HILONG,2024,annual_report,issuer_official_website,hilonggroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01623.HK,HILONG,2024,esg_report,issuer_official_website,hilonggroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01623.HK,HILONG,2025,annual_report,issuer_official_website,hilonggroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01623.HK,HILONG,2025,esg_report,issuer_official_website,hilonggroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01713.HK,SICHUAN EN INV,2024,annual_report,issuer_official_website,scntgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01713.HK,SICHUAN EN INV,2024,esg_report,issuer_official_website,scntgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01713.HK,SICHUAN EN INV,2025,annual_report,issuer_official_website,scntgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01713.HK,SICHUAN EN INV,2025,esg_report,issuer_official_website,scntgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01733.HK,E-COMMODITIES,2024,annual_report,issuer_official_website,e-comm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01733.HK,E-COMMODITIES,2024,esg_report,issuer_official_website,e-comm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01733.HK,E-COMMODITIES,2025,annual_report,issuer_official_website,e-comm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01733.HK,E-COMMODITIES,2025,esg_report,issuer_official_website,e-comm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01738.HK,FS ANTHRACITE,2024,annual_report,issuer_official_website,fsanthracite.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01738.HK,FS ANTHRACITE,2024,esg_report,issuer_official_website,fsanthracite.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01738.HK,FS ANTHRACITE,2025,annual_report,issuer_official_website,fsanthracite.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01738.HK,FS ANTHRACITE,2025,esg_report,issuer_official_website,fsanthracite.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01798.HK,DATANG RENEW,2024,annual_report,issuer_official_website,cdt-re.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01798.HK,DATANG RENEW,2025,annual_report,issuer_official_website,cdt-re.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01799.HK,XINTE ENERGY,2024,annual_report,issuer_official_website,xinteenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01799.HK,XINTE ENERGY,2024,esg_report,issuer_official_website,xinteenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01799.HK,XINTE ENERGY,2025,annual_report,issuer_official_website,xinteenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01799.HK,XINTE ENERGY,2025,esg_report,issuer_official_website,xinteenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01811.HK,CGN NEW ENERGY,2024,annual_report,issuer_official_website,cgnne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01811.HK,CGN NEW ENERGY,2024,esg_report,issuer_official_website,cgnne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01811.HK,CGN NEW ENERGY,2025,annual_report,issuer_official_website,cgnne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01811.HK,CGN NEW ENERGY,2025,esg_report,issuer_official_website,cgnne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01878.HK,SOUTHGOBI,2024,annual_report,issuer_official_website,southgobi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01878.HK,SOUTHGOBI,2025,annual_report,issuer_official_website,southgobi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01921.HK,DALIPAL HLDG,2024,annual_report,issuer_official_website,dalipal.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01921.HK,DALIPAL HLDG,2025,annual_report,issuer_official_website,dalipal.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01938.HK,CHU KONG PIPE,2024,annual_report,issuer_official_website,pck.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01938.HK,CHU KONG PIPE,2025,annual_report,issuer_official_website,pck.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01940.HK,CGII HLDGS,2024,annual_report,issuer_official_website,cgiihldgs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01940.HK,CGII HLDGS,2024,esg_report,issuer_official_website,cgiihldgs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01940.HK,CGII HLDGS,2025,annual_report,issuer_official_website,cgiihldgs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
01940.HK,CGII HLDGS,2025,esg_report,issuer_official_website,cgiihldgs.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02012.HK,SUNSHINE OIL,2024,annual_report,issuer_official_website,sedar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02012.HK,SUNSHINE OIL,2024,esg_report,issuer_official_website,sedar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02012.HK,SUNSHINE OIL,2025,annual_report,issuer_official_website,sedar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02012.HK,SUNSHINE OIL,2025,esg_report,issuer_official_website,sedar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02178.HK,PETRO-KING,2024,annual_report,issuer_official_website,petro-king.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02178.HK,PETRO-KING,2025,annual_report,issuer_official_website,petro-king.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02236.HK,WISON ENGRG,2024,annual_report,issuer_official_website,wison-engineering.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02236.HK,WISON ENGRG,2024,esg_report,issuer_official_website,wison-engineering.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
02236.HK,WISON ENGRG,2025,annual_report,issuer_official_website,wison-engineering.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
