batch_task_rank,impact_rank,impact_score,best_rank,worst_rank,rank_span,crosses_top_n,boundary_risk,instability_risk,weight_risk,missing_esg_document,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
404,1800,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
405,1801,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
406,1802,71.666667,37,512,475,True,1.0,1.0,0.266667,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
407,1814,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
408,1815,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
409,1816,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
410,1817,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_G_SAFETY,安全生产,2.0,2,evidence_missing,locate_additional_public_evidence
411,1818,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
412,1819,71.666667,160,446,286,True,1.0,1.0,0.266667,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
413,1824,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
414,1825,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
415,1826,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
416,1827,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
417,1828,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
418,1829,71.666667,129,404,275,True,1.0,1.0,0.266667,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
419,1830,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
420,1831,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
421,1832,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_GOVERNANCE_MECHANISM,治理机制,2.0,2,evidence_missing,locate_additional_public_evidence
422,1833,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
423,1834,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
424,1835,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
425,1836,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
426,1837,71.666667,169,335,166,True,1.0,1.0,0.266667,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_SUPPLY_CHAIN,供应链管理,2.0,2,evidence_missing,locate_additional_public_evidence
427,1844,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_ANTI_BRIBERY,反商业贿赂、反贪污及反不正当竞争,2.0,2,evidence_missing,locate_additional_public_evidence
428,1845,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_CORPORATE_STRUCTURE,公司架构,2.0,2,evidence_missing,locate_additional_public_evidence
429,1846,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_G_MANAGEMENT,管理层机制,2.0,2,evidence_missing,locate_additional_public_evidence
430,1847,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_CUSTOMER_SERVICE,客户服务,2.0,2,evidence_missing,locate_additional_public_evidence
431,1848,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_JUST_TRANSITION,公正转型,2.0,2,evidence_missing,locate_additional_public_evidence
432,1849,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_PUBLIC_WELFARE,社会公益,2.0,2,evidence_missing,locate_additional_public_evidence
433,1850,71.666667,166,424,258,True,1.0,1.0,0.266667,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_RD_INNOVATION,研发创新,2.0,2,evidence_missing,locate_additional_public_evidence
434,2451,70.333333,151,337,186,True,1.0,1.0,0.213333,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
435,2452,70.333333,151,337,186,True,1.0,1.0,0.213333,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
436,2453,70.333333,151,337,186,True,1.0,1.0,0.213333,False,embedded_in_annual,000037.SZ,深南电A,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
437,2454,70.333333,139,353,214,True,1.0,1.0,0.213333,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
438,2455,70.333333,139,353,214,True,1.0,1.0,0.213333,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
439,2456,70.333333,139,353,214,True,1.0,1.0,0.213333,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
440,2457,70.333333,139,353,214,True,1.0,1.0,0.213333,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
441,2458,70.333333,139,353,214,True,1.0,1.0,0.213333,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
442,2466,70.333333,164,270,106,True,1.0,1.0,0.213333,False,collected,000690.SZ,宝新能源,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
443,2467,70.333333,164,270,106,True,1.0,1.0,0.213333,False,collected,000690.SZ,宝新能源,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
444,2468,70.333333,167,448,281,True,1.0,1.0,0.213333,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
445,2469,70.333333,167,448,281,True,1.0,1.0,0.213333,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
446,2470,70.333333,167,448,281,True,1.0,1.0,0.213333,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
447,2471,70.333333,167,448,281,True,1.0,1.0,0.213333,False,embedded_in_annual,000968.SZ,蓝焰控股,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
448,2472,70.333333,119,268,149,True,1.0,1.0,0.213333,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
449,2473,70.333333,119,268,149,True,1.0,1.0,0.213333,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
450,2474,70.333333,119,268,149,True,1.0,1.0,0.213333,False,embedded_in_annual,001258.SZ,立新能源,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
451,2475,70.333333,127,285,158,True,1.0,1.0,0.213333,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
452,2476,70.333333,127,285,158,True,1.0,1.0,0.213333,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
453,2477,70.333333,127,285,158,True,1.0,1.0,0.213333,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
454,2478,70.333333,127,285,158,True,1.0,1.0,0.213333,False,embedded_in_annual,001299.SZ,美能能源,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
455,2479,70.333333,12,302,290,True,1.0,1.0,0.213333,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
456,2480,70.333333,12,302,290,True,1.0,1.0,0.213333,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
457,2481,70.333333,12,302,290,True,1.0,1.0,0.213333,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
458,2482,70.333333,12,302,290,True,1.0,1.0,0.213333,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
459,2483,70.333333,12,302,290,True,1.0,1.0,0.213333,False,embedded_in_annual,002039.SZ,黔源电力,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
460,2490,70.333333,113,423,310,True,1.0,1.0,0.213333,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
461,2491,70.333333,113,423,310,True,1.0,1.0,0.213333,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
462,2492,70.333333,113,423,310,True,1.0,1.0,0.213333,False,embedded_in_annual,002128.SZ,电投能源,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
463,2493,70.333333,135,310,175,True,1.0,1.0,0.213333,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
464,2494,70.333333,135,310,175,True,1.0,1.0,0.213333,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
465,2495,70.333333,135,310,175,True,1.0,1.0,0.213333,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
466,2496,70.333333,135,310,175,True,1.0,1.0,0.213333,False,embedded_in_annual,002267.SZ,陕天然气,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
467,2497,70.333333,118,325,207,True,1.0,1.0,0.213333,False,embedded_in_annual,002276.SZ,万马股份,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
468,2498,70.333333,118,325,207,True,1.0,1.0,0.213333,False,embedded_in_annual,002276.SZ,万马股份,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
469,2501,70.333333,43,305,262,True,1.0,1.0,0.213333,False,embedded_in_annual,002335.SZ,科华数据,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
470,2502,70.333333,43,305,262,True,1.0,1.0,0.213333,False,embedded_in_annual,002335.SZ,科华数据,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
471,2503,70.333333,106,418,312,True,1.0,1.0,0.213333,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
472,2504,70.333333,106,418,312,True,1.0,1.0,0.213333,False,embedded_in_annual,002346.SZ,柘中股份,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
473,2505,70.333333,168,273,105,True,1.0,1.0,0.213333,False,embedded_in_annual,002452.SZ,长高电气,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
474,2506,70.333333,168,273,105,True,1.0,1.0,0.213333,False,embedded_in_annual,002452.SZ,长高电气,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
475,2507,70.333333,168,273,105,True,1.0,1.0,0.213333,False,embedded_in_annual,002452.SZ,长高电气,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
476,2508,70.333333,125,260,135,True,1.0,1.0,0.213333,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
477,2509,70.333333,125,260,135,True,1.0,1.0,0.213333,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
478,2510,70.333333,125,260,135,True,1.0,1.0,0.213333,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
479,2511,70.333333,125,260,135,True,1.0,1.0,0.213333,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
480,2512,70.333333,125,260,135,True,1.0,1.0,0.213333,False,embedded_in_annual,002479.SZ,富春环保,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
481,2517,70.333333,124,410,286,True,1.0,1.0,0.213333,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
482,2518,70.333333,124,410,286,True,1.0,1.0,0.213333,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
483,2519,70.333333,124,410,286,True,1.0,1.0,0.213333,False,embedded_in_annual,002692.SZ,远程股份,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
484,2522,70.333333,7,391,384,True,1.0,1.0,0.213333,False,embedded_in_annual,002850.SZ,科达利,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
485,2523,70.333333,7,391,384,True,1.0,1.0,0.213333,False,embedded_in_annual,002850.SZ,科达利,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
486,2524,70.333333,7,391,384,True,1.0,1.0,0.213333,False,embedded_in_annual,002850.SZ,科达利,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
487,2532,70.333333,5,541,536,True,1.0,1.0,0.213333,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
488,2533,70.333333,5,541,536,True,1.0,1.0,0.213333,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
489,2534,70.333333,5,541,536,True,1.0,1.0,0.213333,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
490,2535,70.333333,5,541,536,True,1.0,1.0,0.213333,False,embedded_in_annual,00353.HK,ENERGY INTINV,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
491,2536,70.333333,74,490,416,True,1.0,1.0,0.213333,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
492,2537,70.333333,74,490,416,True,1.0,1.0,0.213333,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
493,2538,70.333333,74,490,416,True,1.0,1.0,0.213333,False,collected,00554.HK,HANS GP HLDGS,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
494,2562,70.333333,131,510,379,True,1.0,1.0,0.213333,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
495,2563,70.333333,131,510,379,True,1.0,1.0,0.213333,False,embedded_in_annual,01621.HK,VICO INTL HLDGS,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
496,2573,70.333333,124,379,255,True,1.0,1.0,0.213333,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
497,2574,70.333333,124,379,255,True,1.0,1.0,0.213333,False,embedded_in_annual,02178.HK,PETRO-KING,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
498,2578,70.333333,37,512,475,True,1.0,1.0,0.213333,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
499,2579,70.333333,37,512,475,True,1.0,1.0,0.213333,False,embedded_in_annual,03395.HK,JX ENERGY,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
500,2585,70.333333,160,446,286,True,1.0,1.0,0.213333,False,embedded_in_annual,08347.HK,F8 ENT,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
501,2587,70.333333,129,404,275,True,1.0,1.0,0.213333,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
502,2588,70.333333,129,404,275,True,1.0,1.0,0.213333,False,embedded_in_annual,300037.SZ,新宙邦,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
503,2589,70.333333,169,335,166,True,1.0,1.0,0.213333,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
504,2590,70.333333,169,335,166,True,1.0,1.0,0.213333,False,embedded_in_annual,300040.SZ,九洲集团,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
505,2594,70.333333,166,424,258,True,1.0,1.0,0.213333,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_CAREER,员工职业发展,1.6,2,evidence_missing,locate_additional_public_evidence
506,2595,70.333333,166,424,258,True,1.0,1.0,0.213333,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_DIVERSITY,职业平等与多元化,1.6,2,evidence_missing,locate_additional_public_evidence
507,2596,70.333333,166,424,258,True,1.0,1.0,0.213333,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_EMPLOYEE_RIGHTS,员工权益保障,1.6,2,evidence_missing,locate_additional_public_evidence
508,2597,70.333333,166,424,258,True,1.0,1.0,0.213333,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_FEEDBACK,员工沟通与反馈,1.6,2,evidence_missing,locate_additional_public_evidence
509,2598,70.333333,166,424,258,True,1.0,1.0,0.213333,False,embedded_in_annual,300105.SZ,龙源技术,2025,X_S_OCCUPATIONAL_HEALTH,员工职业健康,1.6,2,evidence_missing,locate_additional_public_evidence
510,2848,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
511,2849,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
512,2850,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
513,2851,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
514,2852,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
515,2853,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
516,2854,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
517,2855,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
518,2856,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
519,2857,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
520,2858,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
521,2859,70.0,151,337,186,True,1.0,1.0,0.2,False,embedded_in_annual,000037.SZ,深南电A,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
522,2867,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
523,2868,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
524,2869,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
525,2870,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
526,2871,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
527,2872,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
528,2873,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
529,2874,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
530,2875,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
531,2876,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
532,2877,70.0,139,353,214,True,1.0,1.0,0.2,False,embedded_in_annual,000096.SZ,广聚能源,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
533,2897,70.0,164,270,106,True,1.0,1.0,0.2,False,collected,000690.SZ,宝新能源,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
534,2898,70.0,164,270,106,True,1.0,1.0,0.2,False,collected,000690.SZ,宝新能源,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
535,2899,70.0,164,270,106,True,1.0,1.0,0.2,False,collected,000690.SZ,宝新能源,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
