company_code,company_name,report_year,indicator_code,candidate_count,distinct_values,source_pages,recommended_value,review_reason
601877.SH,正泰电器,2025,Q_G_OPERATING_MARGIN,1,12.9852,106,12.9852,single_or_consistent
601877.SH,正泰电器,2025,Q_G_OPERATING_PROFIT_GROWTH,1,12.6798,106,12.6798,single_or_consistent
601877.SH,正泰电器,2025,Q_G_REVENUE_GROWTH,1,-8.33011,10,-8.33011,single_or_consistent
601877.SH,正泰电器,2025,Q_G_ROA,1,6.46351,106,6.46351,single_or_consistent
601877.SH,正泰电器,2025,Q_G_ROE,1,10.35,10,10.35,single_or_consistent
601877.SH,正泰电器,2025,Q_G_TWO_FUNDS_RATE,1,75.301,101,75.301,single_or_consistent
601877.SH,正泰电器,2025,Q_S_DIVIDEND_PER_SHARE,1,0.6,65,0.6,single_or_consistent
601877.SH,正泰电器,2025,Q_S_RD_RATE,1,2.24,31,2.24,single_or_consistent
603031.SH,安孚科技,2025,Q_G_AR_TURNOVER,1,12.2799,93,12.2799,single_or_consistent
603031.SH,安孚科技,2025,Q_G_ASSET_TURNOVER,1,0.662308,94,0.662308,single_or_consistent
603031.SH,安孚科技,2025,Q_G_CASH_CURRENT_LIABILITY,1,35.8832,101,35.8832,single_or_consistent
603031.SH,安孚科技,2025,Q_G_CASH_REALIZATION,1,105.274,101,105.274,single_or_consistent
603031.SH,安孚科技,2025,Q_G_COST_REVENUE_RATE,1,78.3683,97,78.3683,single_or_consistent
603031.SH,安孚科技,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.57299,93,1.57299,single_or_consistent
603031.SH,安孚科技,2025,Q_G_DEBT_ASSET_RATE,1,53.266,95,53.266,single_or_consistent
603031.SH,安孚科技,2025,Q_G_EBITDA_INTEREST,1,21.4187,98,21.4187,single_or_consistent
603031.SH,安孚科技,2025,Q_G_OPERATING_MARGIN,1,21.8918,98,21.8918,single_or_consistent
603031.SH,安孚科技,2025,Q_G_OPERATING_PROFIT_GROWTH,1,8.53252,98,8.53252,single_or_consistent
603031.SH,安孚科技,2025,Q_G_REVENUE_GROWTH,1,2.93866,8,2.93866,single_or_consistent
603031.SH,安孚科技,2025,Q_G_ROA,1,15.2252,98,15.2252,single_or_consistent
603031.SH,安孚科技,2025,Q_G_ROE,1,10.18,8,10.18,single_or_consistent
603031.SH,安孚科技,2025,Q_G_TWO_FUNDS_RATE,1,28.5046,93,28.5046,single_or_consistent
603031.SH,安孚科技,2025,Q_S_DIVIDEND_PER_SHARE,1,0.12,60,0.12,single_or_consistent
603031.SH,安孚科技,2025,Q_S_RD_RATE,1,2.55,34,2.55,single_or_consistent
603050.SH,科林电气,2025,Q_G_AR_TURNOVER,1,1.7809,66,1.7809,single_or_consistent
603050.SH,科林电气,2025,Q_G_ASSET_TURNOVER,1,0.864352,67,0.864352,single_or_consistent
