company_code,company_name,report_year,indicator_code,decision,candidate_count,distinct_values,selected_value,policy_version,reason
601126.SH,四方股份,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,111.983,111.983,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,88.9672,88.9672,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,0.7671,0.7671,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,1,61.463,61.463,public-disclosure-v3,consolidated_statement_year_end_derived
601126.SH,四方股份,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,3288.84,3288.84,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,11.2235,11.2235,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,14.459,14.459,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,17.8735,17.8735,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_ROA,auto_confirmed,1,7.8511,7.8511,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_ROE,auto_confirmed,1,17.75,17.75,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,32.999,32.999,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,0.72,0.72,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_S_RD_RATE,auto_confirmed,1,8.93,8.93,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_AR_TURNOVER,auto_confirmed,1,4.5712,4.5712,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.9385,0.9385,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_CAPITAL_ACCUMULATION,auto_confirmed,1,0.2791,0.2791,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,126.577,126.577,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,92.8367,92.8367,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,1.3761,1.3761,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,1,46.9686,46.9686,public-disclosure-v3,consolidated_statement_year_end_derived
601179.SH,中国西电,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,40.786,40.786,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,6.9608,6.9608,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,7.1326,7.1326,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_ROA,auto_confirmed,1,6.7952,6.7952,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_ROE,auto_confirmed,1,5.64,5.64,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,43.5068,43.5068,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,0.101,0.101,public-disclosure-v3,official_annual_direct_consistent
601179.SH,中国西电,2025,Q_S_RD_RATE,auto_confirmed,1,5.27,5.27,public-disclosure-v3,official_annual_direct_consistent
601567.SH,三星电气,2025,Q_G_AR_TURNOVER,auto_confirmed,1,4.7196,4.7196,public-disclosure-v3,official_annual_direct_consistent
601567.SH,三星电气,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.5714,0.5714,public-disclosure-v3,official_annual_direct_consistent
601567.SH,三星电气,2025,Q_G_CASH_CURRENT_LIABILITY,auto_confirmed,1,22.7774,22.7774,public-disclosure-v3,official_annual_direct_consistent
601567.SH,三星电气,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,114.997,114.997,public-disclosure-v3,official_annual_direct_consistent
601567.SH,三星电气,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,90.2701,90.2701,public-disclosure-v3,official_annual_direct_consistent
