evaluation_year,report_year,historical_rank,stock_code,company_abbr,company_name,contact_name,company_city,exchange,st_flag,current_snapshot_status,historical_esg_score,source_file,source_value_row,source_score_row
2024,2023,110,00182.HK,协合新能源,协合新能源集团有限公司,马燕,,HKEX,False,not_applicable,44.57,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,221,222
2024,2023,111,600310.SH,广西能源,广西能源股份有限公司,李天平,,SSE,False,matched,44.56,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,223,224
2024,2023,112,00332.HK,元亨燃气,元亨燃气控股有限公司,马燕,,HKEX,False,not_applicable,44.46,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,225,226
2024,2023,113,601225.SH,陕西煤业,陕西煤业股份有限公司,郭海飞,,SSE,False,matched,44.39,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,227,228
2024,2023,114,00632.HK,中港石油,中港石油有限公司,马燕,,HKEX,False,not_applicable,44.14,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,229,230
2024,2023,115,00061.HK,绿领控股,绿领控股集团有限公司,李天平,,HKEX,False,not_applicable,44.04,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,231,232
2024,2023,116,600525.SH,长园集团,长园科技集团股份有限公司,马燕,,SSE,False,matched,43.98,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,233,234
2024,2023,117,02386.HK,中石化炼化工程,中石化炼化工程(集团)股份有限公司,马燕,,HKEX,False,not_applicable,43.96,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,235,236
2024,2023,118,002911.SZ,佛燃能源,佛燃能源集团股份有限公司,马燕,,SZSE,False,matched,43.89,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,237,238
2024,2023,119,00836.HK,华润电力,华润电力控股有限公司,李天平,,HKEX,False,not_applicable,43.87,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,239,240
2024,2023,120,002608.SZ,江苏国信,江苏国信股份有限公司,马燕,,SZSE,False,matched,43.84,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,241,242
2024,2023,121,08347.HK,F8企业,F8企业(控股)集团有限公司,李天平,,HKEX,False,not_applicable,43.83,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,243,244
2024,2023,122,002074.SZ,国轩高科,国轩高科股份有限公司,马燕,,SZSE,False,matched,43.54,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,245,246
2024,2023,123,00228.HK,中能控股,中国能源开发控股有限公司,李天平,,HKEX,False,not_applicable,43.53,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,247,248
